LDMC_trans,LMA_trans,CHL_trans,grt_trans,Model,AIC,BIC,AICc,R2,Singular_fit
cub,log,just,just,Random Slope,-421.1486303,-382.5279656,-415.2227044,0.970098017,TRUE
cub,log,just,just,Random Slope + Intercept,-421.1486303,-382.5279656,-415.2227044,0.970098017,TRUE
just,inv_sqrt,inv_sqrt,log,Random Slope,198.2864495,236.9071141,204.2123754,0.903352136,FALSE
cub,log,just,log,Random Slope,253.7322711,292.3529358,259.658197,0.944276785,TRUE
cub,log,just,log,Random Slope + Intercept,253.7322711,292.3529358,259.658197,0.944276785,TRUE
cub,log,just,sqrt,Random Intercept,-240.0744432,-224.6261774,-239.1411099,0.812103976,FALSE
cub,log,just,sqrt,Random Slope,-237.7876895,-199.1670248,-231.8617635,0.993410527,TRUE
cub,log,just,sqrt,Random Slope + Intercept,-237.7876895,-199.1670248,-231.8617635,0.993410527,TRUE
cub,log,just,inv,Random Intercept,1320.687768,1336.136033,1321.621101,0.48266078,FALSE
cub,log,just,inv,Random Slope,1329.67637,1368.297034,1335.602296,0.993748684,TRUE
cub,log,just,inv,Random Slope + Intercept,1329.67637,1368.297034,1335.602296,0.993748684,TRUE
cub,log,just,inv_sqrt,Random Intercept,620.3149944,635.7632603,621.2483278,0.667812754,FALSE
cub,log,just,inv_sqrt,Random Slope,612.1302335,650.7508982,618.0561595,0.986724896,TRUE
cub,log,just,inv_sqrt,Random Slope + Intercept,612.1302335,650.7508982,618.0561595,0.986724896,TRUE
cub,log,just,sq,Random Intercept,-841.2153606,-825.7670947,-840.2820273,0.649809677,FALSE
cub,log,just,sq,Random Slope,-830.9764832,-792.3558185,-825.0505572,0.997354698,TRUE
cub,log,just,sq,Random Slope + Intercept,-830.9764832,-792.3558185,-825.0505572,0.997354698,TRUE
cub,log,just,cub,Random Intercept,-1267.036795,-1251.58853,-1266.103462,0.484215657,FALSE
cub,log,just,cub,Random Slope,-1264.096992,-1225.476327,-1258.171066,0.967814314,TRUE
cub,log,just,cub,Random Slope + Intercept,-1264.096992,-1225.476327,-1258.171066,0.967814314,TRUE
just,sqrt,just,just,Random Intercept,-446.9899982,-431.5417323,-446.0566649,0.836848697,FALSE
just,sqrt,just,just,Random Slope,-450.1463531,-411.5256885,-444.2204272,0.866032014,TRUE
just,sqrt,just,just,Random Slope + Intercept,-450.1463531,-411.5256885,-444.2204272,0.866032014,TRUE
just,inv_sqrt,inv_sqrt,log,Random Slope + Intercept,198.2864495,236.9071141,204.2123754,0.903352136,FALSE
just,sqrt,just,log,Random Slope,233.7455803,272.3662449,239.6715062,0.886522837,TRUE
just,sqrt,just,log,Random Slope + Intercept,233.7455803,272.3662449,239.6715062,0.886522837,TRUE
just,sqrt,just,sqrt,Random Intercept,-265.3952641,-249.9469982,-264.4619308,0.857444987,FALSE
just,sqrt,just,sqrt,Random Slope,-265.1842588,-226.5635941,-259.2583329,0.886400455,TRUE
just,sqrt,just,sqrt,Random Slope + Intercept,-265.1842588,-226.5635941,-259.2583329,0.886400455,TRUE
just,sqrt,just,inv,Random Intercept,1295.987635,1311.435901,1296.920968,0.595747825,FALSE
just,sqrt,just,inv,Random Slope,1288.542349,1327.163014,1294.468275,0.781444084,TRUE
just,sqrt,just,inv,Random Slope + Intercept,1288.542349,1327.163014,1294.468275,0.781444084,TRUE
just,sqrt,just,inv_sqrt,Random Intercept,594.2679558,609.7162216,595.2012891,0.747640872,FALSE
just,sqrt,just,inv_sqrt,Random Slope,580.8777607,619.4984253,586.8036866,0.829286376,TRUE
just,sqrt,just,inv_sqrt,Random Slope + Intercept,580.8777607,619.4984253,586.8036866,0.829286376,TRUE
just,sqrt,just,sq,Random Intercept,-861.6916005,-846.2433347,-860.7582672,0.741389517,FALSE
just,sqrt,just,sq,Random Slope,-866.2665235,-827.6458588,-860.3405976,0.694841958,TRUE
just,sqrt,just,sq,Random Slope + Intercept,-866.2665235,-827.6458588,-860.3405976,0.694841958,TRUE
just,sqrt,just,cub,Random Intercept,-1283.075993,-1267.627727,-1282.142659,0.590977949,FALSE
just,sqrt,just,cub,Random Slope,-1290.793371,-1252.172706,-1284.867445,0.636448997,TRUE
just,sqrt,just,cub,Random Slope + Intercept,-1290.793371,-1252.172706,-1284.867445,0.636448997,TRUE
log,sqrt,just,just,Random Intercept,-458.4025418,-442.9542759,-457.4692085,0.851520368,FALSE
log,sqrt,just,just,Random Slope,-461.1543464,-422.5336818,-455.2284205,0.954074911,TRUE
log,sqrt,just,just,Random Slope + Intercept,-461.1543464,-422.5336818,-455.2284205,0.954074911,TRUE
log,log,inv,log,Random Slope,198.3721358,236.9928005,204.2980618,0.935667164,FALSE
log,sqrt,just,log,Random Slope,229.8803875,268.5010522,235.8063134,0.893758019,TRUE
log,sqrt,just,log,Random Slope + Intercept,229.8803875,268.5010522,235.8063134,0.893758019,TRUE
log,sqrt,just,sqrt,Random Intercept,-276.5022128,-261.0539469,-275.5688794,0.864548202,FALSE
log,sqrt,just,sqrt,Random Slope,-271.2748029,-232.6541382,-265.3488769,0.93316563,TRUE
log,sqrt,just,sqrt,Random Slope + Intercept,-271.2748029,-232.6541382,-265.3488769,0.93316563,TRUE
log,sqrt,just,inv,Random Intercept,1285.305107,1300.753373,1286.23844,0.623194872,FALSE
log,sqrt,just,inv,Random Slope,1283.725845,1322.346509,1289.651771,0.54582715,TRUE
log,sqrt,just,inv,Random Slope + Intercept,1283.725845,1322.346509,1289.651771,0.54582715,TRUE
log,sqrt,just,inv_sqrt,Random Intercept,583.5956936,599.0439594,584.5290269,0.758092302,FALSE
log,sqrt,just,inv_sqrt,Random Slope,578.8512876,617.4719523,584.7772135,0.632732006,TRUE
log,sqrt,just,inv_sqrt,Random Slope + Intercept,578.8512876,617.4719523,584.7772135,0.632732006,TRUE
log,sqrt,just,sq,Random Intercept,-872.4337004,-856.9854346,-871.5003671,0.786269926,FALSE
log,sqrt,just,sq,Random Slope,-895.2716838,-856.6510191,-889.3457579,0.969493736,TRUE
log,sqrt,just,sq,Random Slope + Intercept,-895.2716838,-856.6510191,-889.3457579,0.969493736,TRUE
log,sqrt,just,cub,Random Intercept,-1292.090429,-1276.642163,-1291.157095,0.684964477,FALSE
log,sqrt,just,cub,Random Slope,-1328.627805,-1290.007141,-1322.701879,0.957095523,TRUE
log,sqrt,just,cub,Random Slope + Intercept,-1328.627805,-1290.007141,-1322.701879,0.957095523,TRUE
sqrt,sqrt,just,just,Random Intercept,-454.1939616,-438.7456957,-453.2606282,0.846445617,FALSE
sqrt,sqrt,just,just,Random Slope,-460.6127335,-421.9920688,-454.6868076,0.948884103,TRUE
sqrt,sqrt,just,just,Random Slope + Intercept,-460.6127335,-421.9920688,-454.6868076,0.948884103,TRUE
log,log,inv,log,Random Slope + Intercept,198.3721358,236.9928005,204.2980618,0.935667164,FALSE
sqrt,sqrt,just,log,Random Slope,229.9978711,268.6185358,235.9237971,0.903759951,TRUE
sqrt,sqrt,just,log,Random Slope + Intercept,229.9978711,268.6185358,235.9237971,0.903759951,TRUE
sqrt,sqrt,just,sqrt,Random Intercept,-272.5465481,-257.0982822,-271.6132147,0.863324084,FALSE
sqrt,sqrt,just,sqrt,Random Slope,-272.4283931,-233.8077284,-266.5024671,0.953110733,TRUE
sqrt,sqrt,just,sqrt,Random Slope + Intercept,-272.4283931,-233.8077284,-266.5024671,0.953110733,TRUE
sqrt,sqrt,just,inv,Random Intercept,1289.165343,1304.613609,1290.098677,0.615082786,FALSE
sqrt,sqrt,just,inv,Random Slope,1279.125985,1317.74665,1285.051911,0.760265248,TRUE
sqrt,sqrt,just,inv,Random Slope + Intercept,1279.125985,1317.74665,1285.051911,0.760265248,TRUE
sqrt,sqrt,just,inv_sqrt,Random Intercept,587.3670349,602.8153008,588.3003683,0.75710107,FALSE
sqrt,sqrt,just,inv_sqrt,Random Slope,575.7287889,614.3494535,581.6547148,0.764752237,TRUE
sqrt,sqrt,just,inv_sqrt,Random Slope + Intercept,575.7287889,614.3494535,581.6547148,0.764752237,TRUE
sqrt,sqrt,just,sq,Random Intercept,-868.3796888,-852.9314229,-867.4463555,0.766668236,FALSE
sqrt,sqrt,just,sq,Random Slope,-892.2158182,-853.5951535,-886.2898923,0.964284952,TRUE
sqrt,sqrt,just,sq,Random Slope + Intercept,-892.2158182,-853.5951535,-886.2898923,0.964284952,TRUE
sqrt,sqrt,just,cub,Random Intercept,-1288.767431,-1273.319165,-1287.834098,0.640994369,FALSE
sqrt,sqrt,just,cub,Random Slope,-1325.004596,-1286.383931,-1319.07867,0.954929996,TRUE
sqrt,sqrt,just,cub,Random Slope + Intercept,-1325.004596,-1286.383931,-1319.07867,0.954929996,TRUE
inv,sqrt,just,just,Random Intercept,-468.5883258,-453.1400599,-467.6549925,0.848680295,FALSE
inv,sqrt,just,just,Random Slope,-465.9326195,-427.3119548,-460.0066936,0.903800087,TRUE
inv,sqrt,just,just,Random Slope + Intercept,-465.9326195,-427.3119548,-460.0066936,0.903800087,TRUE
inv,inv,log,log,Random Intercept,199.1135194,214.5617853,200.0468528,0.863502159,FALSE
inv,sqrt,just,log,Random Slope,228.0995443,266.720209,234.0254702,0.846411526,TRUE
inv,sqrt,just,log,Random Slope + Intercept,228.0995443,266.720209,234.0254702,0.846411526,TRUE
inv,sqrt,just,sqrt,Random Intercept,-285.7697563,-270.3214904,-284.836423,0.853799783,FALSE
inv,sqrt,just,sqrt,Random Slope,-276.9943376,-238.3736729,-271.0684117,0.888521319,TRUE
inv,sqrt,just,sqrt,Random Slope + Intercept,-276.9943376,-238.3736729,-271.0684117,0.888521319,TRUE
inv,sqrt,just,inv,Random Intercept,1275.555211,1291.003477,1276.488545,0.606652468,FALSE
inv,sqrt,just,inv,Random Slope,1280.093175,1318.71384,1286.019101,0.63034555,TRUE
inv,sqrt,just,inv,Random Slope + Intercept,1280.093175,1318.71384,1286.019101,0.63034555,TRUE
inv,sqrt,just,inv_sqrt,Random Intercept,574.4312814,589.8795473,575.3646147,0.736289887,FALSE
inv,sqrt,just,inv_sqrt,Random Slope,577.9499219,616.5705866,583.8758479,0.75896892,TRUE
inv,sqrt,just,inv_sqrt,Random Slope + Intercept,577.9499219,616.5705866,583.8758479,0.75896892,TRUE
inv,sqrt,just,sq,Random Intercept,-883.2680197,-867.8197538,-882.3346863,0.806619477,FALSE
inv,sqrt,just,sq,Random Slope,-899.0004682,-860.3798036,-893.0745423,0.918780235,TRUE
inv,sqrt,just,sq,Random Slope + Intercept,-899.0004682,-860.3798036,-893.0745423,0.918780235,TRUE
inv,sqrt,just,cub,Random Intercept,-1302.329483,-1286.881217,-1301.39615,0.741345714,FALSE
inv,sqrt,just,cub,Random Slope,-1334.738264,-1296.117599,-1328.812338,0.926967119,TRUE
inv,sqrt,just,cub,Random Slope + Intercept,-1334.738264,-1296.117599,-1328.812338,0.926967119,TRUE
inv_sqrt,sqrt,just,just,Random Intercept,-465.0589223,-449.6106564,-464.1255889,0.852088029,FALSE
inv_sqrt,sqrt,just,just,Random Slope,-464.1264687,-425.505804,-458.2005428,0.914168763,TRUE
inv_sqrt,sqrt,just,just,Random Slope + Intercept,-464.1264687,-425.505804,-458.2005428,0.914168763,TRUE
inv,inv_sqrt,inv_sqrt,log,Random Intercept,199.1207865,214.5690523,200.0541198,0.840388081,FALSE
inv_sqrt,sqrt,just,log,Random Slope,229.8066284,268.427293,235.7325543,0.859241484,TRUE
inv_sqrt,sqrt,just,log,Random Slope + Intercept,229.8066284,268.427293,235.7325543,0.859241484,TRUE
inv_sqrt,sqrt,just,sqrt,Random Intercept,-282.7440516,-267.2957858,-281.8107183,0.861191744,FALSE
inv_sqrt,sqrt,just,sqrt,Random Slope,-275.3708249,-236.7501602,-269.4448989,0.901950098,TRUE
inv_sqrt,sqrt,just,sqrt,Random Slope + Intercept,-275.3708249,-236.7501602,-269.4448989,0.901950098,TRUE
inv_sqrt,sqrt,just,inv,Random Intercept,1278.918858,1294.367124,1279.852191,0.61984732,FALSE
inv_sqrt,sqrt,just,inv,Random Slope,1283.506283,1322.126948,1289.432209,0.657504821,TRUE
inv_sqrt,sqrt,just,inv,Random Slope + Intercept,1283.506283,1322.126948,1289.432209,0.657504821,TRUE
inv_sqrt,sqrt,just,inv_sqrt,Random Intercept,577.4502557,592.8985216,578.383589,0.75076496,FALSE
inv_sqrt,sqrt,just,inv_sqrt,Random Slope,580.7403326,619.3609973,586.6662586,0.759887239,TRUE
inv_sqrt,sqrt,just,inv_sqrt,Random Slope + Intercept,580.7403326,619.3609973,586.6662586,0.759887239,TRUE
inv_sqrt,sqrt,just,sq,Random Intercept,-879.2831219,-863.834856,-878.3497886,0.799438378,FALSE
inv_sqrt,sqrt,just,sq,Random Slope,-896.4550661,-857.8344014,-890.5291402,0.917078421,TRUE
inv_sqrt,sqrt,just,sq,Random Slope + Intercept,-896.4550661,-857.8344014,-890.5291402,0.917078421,TRUE
inv_sqrt,sqrt,just,cub,Random Intercept,-1298.50605,-1283.057784,-1297.572716,0.718538779,FALSE
inv_sqrt,sqrt,just,cub,Random Slope,-1331.638226,-1293.017561,-1325.7123,0.921484553,TRUE
inv_sqrt,sqrt,just,cub,Random Slope + Intercept,-1331.638226,-1293.017561,-1325.7123,0.921484553,TRUE
sq,sqrt,just,just,Random Intercept,-433.834485,-418.3862192,-432.9011517,0.807041116,FALSE
sq,sqrt,just,just,Random Slope,-432.668294,-394.0476293,-426.7423681,0.960791111,TRUE
sq,sqrt,just,just,Random Slope + Intercept,-432.668294,-394.0476293,-426.7423681,0.960791111,TRUE
just,inv,inv,log,Random Slope,199.4083632,238.0290279,205.3342891,0.908341105,FALSE
just,inv,inv,log,Random Slope + Intercept,199.4083632,238.0290279,205.3342891,0.908341105,FALSE
inv_sqrt,inv,inv_sqrt,log,Random Intercept,199.418783,214.8670489,200.3521164,0.864530439,FALSE
sq,sqrt,just,sqrt,Random Intercept,-251.8186173,-236.3703515,-250.885284,0.833908134,FALSE
sq,sqrt,just,sqrt,Random Slope,-249.9423685,-211.3217038,-244.0164425,0.985520216,TRUE
sq,sqrt,just,sqrt,Random Slope + Intercept,-249.9423685,-211.3217038,-244.0164425,0.985520216,TRUE
sq,sqrt,just,inv,Random Intercept,1308.459176,1323.907442,1309.392509,0.53468002,FALSE
sq,sqrt,just,inv,Random Slope,1310.033677,1348.654342,1315.959603,0.947527458,TRUE
sq,sqrt,just,inv,Random Slope + Intercept,1310.033677,1348.654342,1315.959603,0.947527458,TRUE
sq,sqrt,just,inv_sqrt,Random Intercept,607.279615,622.7278809,608.2129484,0.708082556,FALSE
sq,sqrt,just,inv_sqrt,Random Slope,602.6051966,641.2258613,608.5311225,0.979555537,FALSE
sq,sqrt,just,inv_sqrt,Random Slope + Intercept,602.6051966,641.2258613,608.5311225,0.979555537,FALSE
sq,sqrt,just,sq,Random Intercept,-850.3600119,-834.911746,-849.4266785,0.683709823,FALSE
sq,sqrt,just,sq,Random Slope,-855.0442897,-816.423625,-849.1183638,0.818698841,TRUE
sq,sqrt,just,sq,Random Slope + Intercept,-855.0442897,-816.423625,-849.1183638,0.818698841,TRUE
sq,sqrt,just,cub,Random Intercept,-1274.195496,-1258.74723,-1273.262162,0.506595542,FALSE
sq,sqrt,just,cub,Random Slope,-1273.362466,-1234.741802,-1267.43654,0.992809203,TRUE
sq,sqrt,just,cub,Random Slope + Intercept,-1273.362466,-1234.741802,-1267.43654,0.992809203,TRUE
cub,sqrt,just,just,Random Intercept,-421.6634887,-406.2152229,-420.7301554,0.771860076,FALSE
cub,sqrt,just,just,Random Slope,-412.8244667,-374.2038021,-406.8985408,0.989817976,TRUE
cub,sqrt,just,just,Random Slope + Intercept,-412.8244667,-374.2038021,-406.8985408,0.989817976,TRUE
sqrt,sqrt,inv,log,Random Slope,200.3417804,238.9624451,206.2677063,0.939159671,FALSE
cub,sqrt,just,log,Random Slope,256.4269672,295.0476319,262.3528931,0.982993722,TRUE
cub,sqrt,just,log,Random Slope + Intercept,256.4269672,295.0476319,262.3528931,0.982993722,TRUE
cub,sqrt,just,sqrt,Random Intercept,-238.8712843,-223.4230184,-237.9379509,0.801807922,FALSE
cub,sqrt,just,sqrt,Random Slope,-226.5514466,-187.930782,-220.6255207,0.997716562,TRUE
cub,sqrt,just,sqrt,Random Slope + Intercept,-226.5514466,-187.930782,-220.6255207,0.997716562,TRUE
cub,sqrt,just,inv,Random Intercept,1320.212532,1335.660798,1321.145866,0.471857134,FALSE
cub,sqrt,just,inv,Random Slope,1331.747721,1370.368385,1337.673646,0.993226187,TRUE
cub,sqrt,just,inv,Random Slope + Intercept,1331.747721,1370.368385,1337.673646,0.993226187,TRUE
cub,sqrt,just,inv_sqrt,Random Intercept,619.7464382,635.194704,620.6797715,0.656255407,FALSE
cub,sqrt,just,inv_sqrt,Random Slope,623.5118999,662.1325646,629.4378258,0.99445522,TRUE
cub,sqrt,just,inv_sqrt,Random Slope + Intercept,623.5118999,662.1325646,629.4378258,0.99445522,TRUE
cub,sqrt,just,sq,Random Intercept,-840.3775249,-824.9292591,-839.4441916,0.636301037,FALSE
cub,sqrt,just,sq,Random Slope,-830.3672489,-791.7465842,-824.4413229,0.976909645,TRUE
cub,sqrt,just,sq,Random Slope + Intercept,-830.3672489,-791.7465842,-824.4413229,0.976909645,TRUE
cub,sqrt,just,cub,Random Intercept,-1266.670138,-1251.221872,-1265.736805,0.475350702,FALSE
cub,sqrt,just,cub,Random Slope,-1272.645442,-1234.024777,-1266.719516,0.907645236,TRUE
cub,sqrt,just,cub,Random Slope + Intercept,-1272.645442,-1234.024777,-1266.719516,0.907645236,TRUE
just,inv,just,just,Random Intercept,-454.7226721,-439.2744062,-453.7893387,0.861418884,FALSE
just,inv,just,just,Random Slope,-453.1900423,-414.5693777,-447.2641164,0.909337281,TRUE
just,inv,just,just,Random Slope + Intercept,-453.1900423,-414.5693777,-447.2641164,0.909337281,TRUE
sqrt,sqrt,inv,log,Random Slope + Intercept,200.3417804,238.9624451,206.2677063,0.939159671,FALSE
just,inv,just,log,Random Slope,227.3852896,266.0059543,233.3112156,0.88462907,TRUE
just,inv,just,log,Random Slope + Intercept,227.3852896,266.0059543,233.3112156,0.88462907,TRUE
just,inv,just,sqrt,Random Intercept,-273.5628514,-258.1145855,-272.6295181,0.88189409,FALSE
just,inv,just,sqrt,Random Slope,-274.7480725,-236.1274078,-268.8221466,0.938943379,TRUE
just,inv,just,sqrt,Random Slope + Intercept,-274.7480725,-236.1274078,-268.8221466,0.938943379,TRUE
just,inv,just,inv,Random Intercept,1293.61829,1309.066556,1294.551623,0.647409335,FALSE
just,inv,just,inv,Random Slope,1285.118953,1323.739618,1291.044879,0.678828966,TRUE
just,inv,just,inv,Random Slope + Intercept,1285.118953,1323.739618,1291.044879,0.678828966,TRUE
just,inv,just,inv_sqrt,Random Intercept,591.2908837,606.7391496,592.2242171,0.788754905,FALSE
just,inv,just,inv_sqrt,Random Slope,578.6778716,617.2985362,584.6037975,0.793610006,TRUE
just,inv,just,inv_sqrt,Random Slope + Intercept,578.6778716,617.2985362,584.6037975,0.793610006,TRUE
just,inv,just,sq,Random Intercept,-867.5713527,-852.1230868,-866.6380193,0.773351804,FALSE
just,inv,just,sq,Random Slope,-875.406995,-836.7863303,-869.4810691,0.737794413,TRUE
just,inv,just,sq,Random Slope + Intercept,-875.406995,-836.7863303,-869.4810691,0.737794413,TRUE
just,inv,just,cub,Random Intercept,-1287.541303,-1272.093037,-1286.60797,0.632514861,FALSE
just,inv,just,cub,Random Slope,-1303.43535,-1264.814685,-1297.509424,0.620254101,TRUE
just,inv,just,cub,Random Slope + Intercept,-1303.43535,-1264.814685,-1297.509424,0.620254101,TRUE
log,inv,just,just,Random Intercept,-467.0409277,-451.5926618,-466.1075944,0.87651303,FALSE
log,inv,just,just,Random Slope,-464.9469122,-426.3262475,-459.0209863,0.914356708,TRUE
log,inv,just,just,Random Slope + Intercept,-464.9469122,-426.3262475,-459.0209863,0.914356708,TRUE
log,sqrt,inv,log,Random Slope,200.7221647,239.3428294,206.6480907,0.931781225,FALSE
log,inv,just,log,Random Slope,221.8290577,260.4497223,227.7549836,0.892860663,TRUE
log,inv,just,log,Random Slope + Intercept,221.8290577,260.4497223,227.7549836,0.892860663,TRUE
log,inv,just,sqrt,Random Intercept,-285.560117,-270.1118511,-284.6267837,0.890178628,FALSE
log,inv,just,sqrt,Random Slope,-280.5369786,-241.9163139,-274.6110526,0.929935922,TRUE
log,inv,just,sqrt,Random Slope + Intercept,-280.5369786,-241.9163139,-274.6110526,0.929935922,TRUE
log,inv,just,inv,Random Intercept,1282.582875,1298.031141,1283.516208,0.675464396,FALSE
log,inv,just,inv,Random Slope,1284.644108,1323.264772,1290.570033,0.655240206,TRUE
log,inv,just,inv,Random Slope + Intercept,1284.644108,1323.264772,1290.570033,0.655240206,TRUE
log,inv,just,inv_sqrt,Random Intercept,580.1125787,595.5608446,581.0459121,0.800418868,FALSE
log,inv,just,inv_sqrt,Random Slope,578.2980909,616.9187556,584.2240169,0.748764771,TRUE
log,inv,just,inv_sqrt,Random Slope + Intercept,578.2980909,616.9187556,584.2240169,0.748764771,TRUE
log,inv,just,sq,Random Intercept,-879.1214427,-863.6731769,-878.1881094,0.816084424,FALSE
log,inv,just,sq,Random Slope,-892.8054543,-854.1847896,-886.8795283,0.904608176,TRUE
log,inv,just,sq,Random Slope + Intercept,-892.8054543,-854.1847896,-886.8795283,0.904608176,TRUE
log,inv,just,cub,Random Intercept,-1297.259469,-1281.811203,-1296.326135,0.722641667,FALSE
log,inv,just,cub,Random Slope,-1325.118394,-1286.497729,-1319.192468,0.909217489,TRUE
log,inv,just,cub,Random Slope + Intercept,-1325.118394,-1286.497729,-1319.192468,0.909217489,TRUE
sqrt,inv,just,just,Random Intercept,-462.4020564,-446.9537906,-461.4687231,0.871053479,FALSE
sqrt,inv,just,just,Random Slope,-464.4439553,-425.8232906,-458.5180294,0.91999429,TRUE
sqrt,inv,just,just,Random Slope + Intercept,-464.4439553,-425.8232906,-458.5180294,0.91999429,TRUE
